text,rating,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,long_word_ratio,complex_word_ratio,lexical_diversity,comma_per_sentence,parentheses_ratio,sentence_complexity,punctuation_ratio,number_count,digit_ratio,upper_word_ratio,legal_term_count,legal_term_ratio
• Szsztv.: a személyszállítási szolgáltatásokról szóló 2012. évi XLI. törvény,3,77,10,4,6.8,2.5,0.2,0.2,1.0,0.0,0.0,2.5,0.06493506493506493,1,0.05194805194805195,0.1,2,0.2
• Ügyfélközpontok: a BKK honlapján az Elérhetőségek aloldalon (https://bkk.hu/magunkrol/elerhetosegek/) a BKK Ügyfélközpontok szekcióban megjelölt személyes értékesítési helyszínek,4,180,17,2,9.647058823529411,8.5,0.6470588235294118,0.29411764705882354,0.8823529411764706,0.0,0.11764705882352941,8.5,0.06111111111111111,0,0.0,0.11764705882352941,3,0.17647058823529413
"• Üzletszabályzat: a BKK Zrt. Üzletszabályzata egységes szerkezetbe foglalja azokat a jogokat és kötelezettségeket, amelyek egyrészt a BKK Zrt., másrészt a BKK Zrt. által szervezett fővárosi helyi vonalak, továbbá az agglomerációs autóbuszvonalak, valamint a HÉV (elővárosi vasút) által alkotott személyszállítási közszolgáltatási hálózatot igénybe vevőkre vonatkoznak. Az Üzletszabályzat feltünteti azokat a jogokat és kötelezettségeket is, amelyek a BKK Zrt.-vel közszolgáltatási szerződést kötött közlekedési szolgáltatók és az utasok között létrejövő személyszállítási közszolgáltatási jogviszonyban, a személyszállítási szerződésben érvényesülnek. Az Üzletszabályzat elérhető a https://bkk.hu/jegyek-es-berletek/utazasi-feltetelek/ weboldalon.",3,748,81,8,8.246913580246913,10.125,0.35802469135802467,0.2839506172839506,0.6790123456790124,0.75,0.024691358024691357,11.643749999999999,0.0374331550802139,0,0.0,0.06172839506172839,15,0.18518518518518517
III. Az ÁSZF hatálya,5,20,4,2,4.25,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.05,0,0.0,0.5,1,0.25
"1. Általános szerződési feltételnek (a továbbiakban: ÁSZF) minősül az olyan szerződési feltétel, amelyet az egyik fél több szerződés megkötése céljából egyoldalúan, a másik fél közreműködése nélkül előre meghatároz, és amelyet a felek egyedileg nem tárgyalnak meg. Az Általános szerződési feltétel csak akkor válik a felek megállapodása, illetőleg a szerződés részévé, ha a másik fél annak tartalmát elismerte, és ha azt a másik fél kifejezetten, ennek hiányában ráutaló magatartással elfogadta. Jelen ÁSZF a Ptk. 6:77. §-ában hivatkozott általános szerződési feltételnek tekintendő, és akként kezelendő.",1,604,83,6,6.289156626506024,13.833333333333334,0.3614457831325301,0.13253012048192772,0.6987951807228916,1.3333333333333333,0.024096385542168676,17.522222222222222,0.033112582781456956,3,0.006622516556291391,0.024096385542168676,11,0.13253012048192772
2. Jelen ÁSZF a BKK Zrt. és a Felhasználó között az Alkalmazás használatával kapcsolatos jogviszonyt kívánja egységes módon szabályozni.,4,136,19,3,6.2105263157894735,6.333333333333333,0.3157894736842105,0.2631578947368421,0.9473684210526315,0.0,0.0,6.333333333333333,0.022058823529411766,1,0.007352941176470588,0.10526315789473684,1,0.05263157894736842
"3. A jelen ÁSZF hatálya kiterjed a BKK Zrt.-re mint az Alkalmazás Szolgáltatásainak rendelkezésre bocsátójára, valamint a Felhasználóra.",4,136,18,3,6.611111111111111,6.0,0.2777777777777778,0.2222222222222222,0.8888888888888888,0.3333333333333333,0.0,6.4,0.03676470588235294,1,0.007352941176470588,0.1111111111111111,3,0.16666666666666666
4. A Jelen ÁSZF első közzétételének napja 2023. november 3.. A jelen ÁSZF a címlapon rögzített időponttól hatályos és határozatlan ideig szól.,4,142,22,4,5.5,5.5,0.18181818181818182,0.09090909090909091,0.8181818181818182,0.0,0.0,5.5,0.035211267605633804,3,0.04225352112676056,0.09090909090909091,2,0.09090909090909091
"5. A BKK Zrt. fenntartja a jogot, hogy a Szolgáltatás nyújtásának módján és körülményein az ÁSZF módosítására vonatkozó rendelkezéseinek betartása mellett változtasson, illetve hogy a Szolgáltatás nyújtását felfüggessze vagy beszüntesse.",4,237,30,3,6.933333333333334,10.0,0.43333333333333335,0.3,0.8333333333333334,0.6666666666666666,0.0,11.333333333333332,0.02109704641350211,1,0.004219409282700422,0.06666666666666667,5,0.16666666666666666
"6. A jelen ÁSZF módosítását a BKK Zrt. a módosítás hatályba lépését legalább 15 (tizenöt) naptári nappal megelőzően közzéteszi a www.bkk.hu/budapestgo weboldalon és a BudapestGO alkalmazásban a Továbbiak/Beállítások/Dokumentumok menüpontban, továbbá a BudapestGO regisztrált felhasználóknak elküldi e-mailben is.",5,312,37,5,7.45945945945946,7.4,0.40540540540540543,0.1891891891891892,0.8108108108108109,0.2,0.05405405405405406,7.696000000000001,0.038461538461538464,2,0.009615384615384616,0.05405405405405406,3,0.08108108108108109
"7. A BKK fenntartja jogát az ÁSZF egyoldalú módosítására. Az ÁSZF módosítása esetén a BKK Zrt. a fenti határidőben az Alkalmazáson keresztül értesítés küldésével is tájékoztatja a Regisztrált felhasználókat az ÁSZF vonatkozó módosításáról, illetve arról, hogyan tudják elfogadni a változásokat. Ha az ÁSZF-módosítás hatályba lépését követően a Felhasználó tovább használja a Szolgáltatást, azáltal a módosított feltételek szerinti tartalommal elfogadja az új ÁSZF-et.",4,467,62,5,6.548387096774194,12.4,0.3870967741935484,0.1935483870967742,0.7580645161290323,0.6,0.0,13.888000000000002,0.021413276231263382,1,0.0021413276231263384,0.08064516129032258,10,0.16129032258064516
"8. Az ÁSZF módosítása minden esetben egységes szerkezetű ÁSZF közzétételével történik, és annak hatályba lépésével a korábbi ÁSZF hatályát veszti.",4,146,20,2,6.35,10.0,0.25,0.05,0.9,0.5,0.0,11.0,0.02054794520547945,1,0.00684931506849315,0.15,1,0.05
"9. Jelen ÁSZF magyar és angol nyelven készült, és azokat a BKK Zrt. mindkét nyelven közzéteszi a www.bkk.hu/budapestgo weboldalon, valamint hozzáférhető papíralapon a BKK Zrt. ügyfélközpontjaiban. A két verzió közötti eltérés esetén a magyar nyelvű változat az irányadó.",5,270,38,7,6.131578947368421,5.428571428571429,0.18421052631578946,0.13157894736842105,0.7631578947368421,0.2857142857142857,0.0,5.738775510204082,0.037037037037037035,1,0.003703703703703704,0.07894736842105263,1,0.02631578947368421
IV. AZ ÁSZF ELFOGADÁSA,5,22,4,2,4.75,2.0,0.25,0.0,1.0,0.0,0.0,2.0,0.045454545454545456,0,0.0,1.0,0,0.0
"1. A Felhasználó az Alkalmazásba történő regisztrációja alkalmával magára nézve kötelezőnek fogadja el a jelen ÁSZF-ben foglalt szerződési feltételeket, továbbá az Adatvédelmi tájékoztatót, a BKK Zrt. Üzletszabályzatát, a Marketingnyilatkozatot, illetve a Licencfeltételeket.",4,275,32,3,7.625,10.666666666666666,0.375,0.3125,0.84375,1.3333333333333333,0.0,13.51111111111111,0.02909090909090909,1,0.0036363636363636364,0.03125,6,0.1875
"2. A Felhasználó tudomásul veszi, hogy az Alkalmazás egyes Szolgáltatásait csak abban az esetben jogosult használni, ha a jelen ÁSZF-et magára nézve kötelezően elfogadta, illetve regisztrált.",4,191,26,2,6.384615384615385,13.0,0.3076923076923077,0.11538461538461539,0.9230769230769231,1.5,0.0,16.900000000000002,0.031413612565445025,1,0.005235602094240838,0.0,3,0.11538461538461539
"3. Az Alkalmazásban elérhető Szolgáltatásokról a BKK Zrt. és a Felhasználó között online szerződés (a továbbiakban: Szerződés) jön létre, amely kizárólag elektronikus adatátvitel útján az Alkalmazáson keresztül köthető meg, és nem minősül írásbeli szerződésnek. A Szerződés a regisztráció aktiválásakor jön létre. Az Alkalmazás meglátogatása, az azon való barangolás, illetve a regisztráció folyamatának elindítása önmagában nem hozza létre a Szerződést (vagy egyéb szerződést) a BKK Zrt. és a Felhasználó között.",3,513,69,6,6.449275362318841,11.5,0.36231884057971014,0.2318840579710145,0.7246376811594203,0.6666666666666666,0.057971014492753624,13.033333333333333,0.029239766081871343,1,0.001949317738791423,0.028985507246376812,8,0.11594202898550725
"4. A BKK Zrt. tájékoztatja a Felhasználót, hogy a megkötendő Szerződés elektronikus szerződésnek minősül.",5,105,14,3,6.571428571428571,4.666666666666667,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.3333333333333333,0.0,4.977777777777778,0.0380952380952381,1,0.009523809523809525,0.07142857142857142,2,0.14285714285714285
5. A Szerződés és a jelen ÁSZF nem érinti a Közlekedési mobiljegyek használatával összefüggésben a közlekedési szolgáltatók és az utasok (a Közlekedési mobiljegyek kedvezményezettei) által kötött hálózat-rendelkezésrebocsátási és személyszállítási szerződéseket.,3,262,30,2,7.766666666666667,15.0,0.43333333333333335,0.4,0.7333333333333333,0.0,0.06666666666666667,15.0,0.019083969465648856,1,0.003816793893129771,0.03333333333333333,3,0.1
IX. SZOLGÁLTATÁS IGÉNYBEVÉTELE,5,30,3,2,9.333333333333334,1.5,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,1.5,0.03333333333333333,0,0.0,1.0,3,1.0
1. A Felhasználó a regisztrációt követően jogosult igénybe venni az Alkalmazás valamennyi Szolgáltatását.,5,105,13,2,7.153846153846154,6.5,0.38461538461538464,0.23076923076923078,0.9230769230769231,0.0,0.0,6.5,0.01904761904761905,1,0.009523809523809525,0.0,3,0.23076923076923078
"2. A Felhasználó az Alkalmazás valamennyi, a BKK Zrt. által elérhetővé tett funkciót igénybe veheti, azonban a BKK Zrt. a Felhasználónak egy korlátozott, személyes, nem kizárólagos, nem kereskedelmi, visszavonható, nem átruházható felhatalmazást nyújt, hogy az Alkalmazásban elérhető tartalmak egyetlen példányát megtekintse (kivéve a forrás- és objektumkódokat), mely általánosságban nyilvánosan elérhető az Alkalmazás használatával, feltéve, hogy",3,448,55,4,7.163636363636364,13.75,0.38181818181818183,0.2727272727272727,0.7636363636363637,2.75,0.03636363636363636,21.3125,0.03794642857142857,1,0.002232142857142857,0.03636363636363636,6,0.10909090909090909
"a) a Felhasználó megőriz minden védjegyet, szerzői jogi vagy tulajdoni jogi értesítést, amit az eredeti tartalom vagy a Felhasználó által készített bármely másolat tartalmaz,",4,174,24,1,6.291666666666667,24.0,0.2916666666666667,0.125,0.8333333333333334,3.0,0.041666666666666664,38.400000000000006,0.022988505747126436,0,0.0,0.0,0,0.0
"b) a Felhasználó nem enged, segít vagy felbújt bármely harmadik személyt (akár haszonszerzési céllal, akár anélkül), hogy lemásolja vagy átalakítsa az Alkalmazás szoftverének objektumkódját, szoftverforráskódját; hogy az eredeti alapján újraalkossák, visszafejtsék, módosítsák vagy megkíséreljék felfedni az Alkalmazás bármely részének forráskódját; és",3,352,41,3,7.609756097560975,13.666666666666666,0.36585365853658536,0.21951219512195122,0.8292682926829268,2.0,0.07317073170731707,19.133333333333333,0.03125,0,0.0,0.0,1,0.024390243902439025
"c) nem próbál meg semmilyen kódot vagy terméket beilleszteni, hogy manipulálja az Alkalmazáson keresztül elérhető tartalmakat bármilyen módon, ami a felhasználói élményt bárhogyan is befolyásolja.",5,196,25,1,6.88,25.0,0.4,0.24,1.0,2.0,0.04,35.0,0.02040816326530612,0,0.0,0.0,0,0.0
"3. A Felhasználó (és általa más harmadik személy) nem jogosult az Alkalmazás tartalmait átrendezni, módosítani, kicserélni, nyilvánossággal megosztani, továbbadni, közzétenni, újra közzétenni, terjeszteni, sugározni, eladni, bérelni, bérbe adni, feltölteni, belőle kereskedelmi célú származékos anyagokat készíteni, vagy másképpen felhasználni. Bármely, az Alkalmazásban elérhető tartalom tiltott vagy jogszerűtlen felhasználása szigorúan tilos, és polgári, valamint büntetőjogi eljárást von maga után a vonatkozó jogszabályok szerint.",3,535,61,3,7.786885245901639,20.333333333333332,0.4426229508196721,0.3114754098360656,0.9344262295081968,5.666666666666667,0.03278688524590164,43.37777777777777,0.041121495327102804,1,0.001869158878504673,0.0,5,0.08196721311475409
"4. Az egyes Szolgáltatások lényeges tulajdonságait, jellemzőit, a Szolgáltatás igénybevételére vonatkozó utasításokat a konkrét Szolgáltatás információs oldaláról lehet megismerni.",3,180,19,2,8.526315789473685,9.5,0.5789473684210527,0.47368421052631576,0.8947368421052632,1.0,0.0,11.4,0.022222222222222223,1,0.005555555555555556,0.0,6,0.3157894736842105
X. FIZETÉSI FELTÉTELEK,5,22,3,2,6.666666666666667,1.5,0.3333333333333333,0.0,1.0,0.0,0.0,1.5,0.045454545454545456,0,0.0,1.0,2,0.6666666666666666
"1. A Felhasználó bankkártya-/hitelkártyaadatait a vásárlás alkalmával vagy felhasználói fiókjában megadja az Alkalmazásban. A BKK Zrt. a Közlekedési mobiljegy, illetve bérlet vásárlásához kapcsolódó díjakat a Felhasználó fentiek szerinti bankkártyájához/hitelkártyájához tartozó számlájára terheli. A Felhasználó bármelyik bank által kibocsátott Visa, American Express, illetve MasterCard típusú bankkártyával/hitelkártyával fizethet és azt regisztrálhatja. Felhasználó jelen ÁSZF elfogadásával úgy nyilatkozik és szavatolja, hogy amennyiben nem a saját nevére szóló bankkártya-/hitelkártyaadatokat ad meg, rendelkezik a bankkártya/hitelkártya tulajdonosának írásbeli hozzájárulásával, hogy a bankkártya/hitelkártya tulajdonosa a bankkártya/hitelkártya jelen ÁSZF-ben meghatározott feltételekhez kötött használatához hozzájárult, és az ÁSZF rendelkezéseit elfogadta.",3,866,91,6,8.527472527472527,15.166666666666666,0.4175824175824176,0.31868131868131866,0.7692307692307693,1.1666666666666667,0.0,18.705555555555556,0.026558891454965358,1,0.0011547344110854503,0.03296703296703297,7,0.07692307692307693
"2. A BKK Zrt. bármikor kérheti a Felhasználótól annak megfelelő, személyazonosításra alkalmas dokumentumokkal igazolását, hogy ki a bankkártya/hitelkártya tulajdonosa, és hogy a Felhasználó rendelkezik-e a megfelelő hozzájárulással/meghatalmazással. A BKK Zrt. jogosult a bankkártya-/hitelkártyaadatok ellenőrzését a Felhasználó regisztrációjának jóváhagyását megelőzően személyes egyeztetés keretében is elvégezni. A BKK Zrt. kizárja a felelősségét, ha a Felhasználó más nevére szóló bankkártya-/hitelkártyaadatokat ad meg. Ezzel kapcsolatos felelősség a Felhasználót terheli.",3,577,65,8,7.892307692307693,8.125,0.4153846153846154,0.2923076923076923,0.7230769230769231,0.5,0.0,8.9375,0.03292894280762565,1,0.0017331022530329288,0.046153846153846156,5,0.07692307692307693
"XI. PANASZKEZELÉS, VITÁK RENDEZÉSE",5,34,4,2,7.75,2.0,0.5,0.25,1.0,0.5,0.0,2.2,0.058823529411764705,0,0.0,1.0,0,0.0
1. A panaszkezeléssel kapcsolatban a Felhasználó által elfogadott jelen ÁSZF és a BKK Zrt. Üzletszabályzatának – VIII. fejezet – rendelkezései (A panaszok bejelentésének és kezelésének szabályai) az irányadók.,2,209,28,4,6.5,7.0,0.35714285714285715,0.25,0.8571428571428571,0.0,0.07142857142857142,7.0,0.03827751196172249,1,0.004784688995215311,0.14285714285714285,3,0.10714285714285714
"2. Az Alkalmazásban a Segíthetünk?/Visszajelzés az applikáció működéséről menüpontot kiválasztva vagy a Hibabejelentés rázásra lehetőséggel elérhető bejelentőfelületen keresztül tett, az Alkalmazás működését érintő észrevételeket a BKK Zrt. kezeli, azonban a Hibabejelentés rázásra felületen írásos választ a BudapestGO alkalmazásban elérhető chates felületen keresztül nem köteles adni, ezeket a BKK Zrt. nem veszi nyilvántartásba. A BKK Zrt. a Segíthetünk?/Visszajelzés a BKK szolgáltatásaival kapcsolatban vagy az Elérhetőségek menüpont alatt, továbbá a bkk.hu weboldalán elérhető online ügyfélbejelentőn keresztül megtett bejelentéseket kezeli és válaszolja meg elsősorban e-mailben vagy írásos formában.",3,708,85,9,7.341176470588235,9.444444444444445,0.3764705882352941,0.2,0.6470588235294118,0.4444444444444444,0.0,10.28395061728395,0.022598870056497175,1,0.0014124293785310734,0.047058823529411764,4,0.047058823529411764
"3. A Felhasználó a BKK Zrt. Szolgáltatásaival kapcsolatos bejelentését az Üzletszabályzat VIII. fejezetében részletezett módokon kívül az Alkalmazásban a Segíthetünk?/Visszajelzés a BKK szolgáltatásaival kapcsolatban menüpontban is megteheti a megfelelő online űrlap kiválasztásával. Az Alkalmazás Segíthetünk?/Visszajelzés a BKK szolgáltatásaival kapcsolatban menüpontján keresztül érkező bejelentésről bejelentőlap készül, amelyet a BKK Zrt. a nyilvántartásba vételével egyidejűleg elküld a bejelentőnek e-mailben is.",2,519,58,8,7.9655172413793105,7.25,0.4827586206896552,0.3793103448275862,0.6896551724137931,0.125,0.0,7.4312499999999995,0.023121387283236993,1,0.0019267822736030828,0.08620689655172414,6,0.10344827586206896
"4. A bejelentések kezelésének, kivizsgálásának, valamint a bejelentések megválaszolásának és a bejelentő tájékoztatásának rendjéről az Üzletszabályzat VIII. fejezete rendelkezik.",4,178,19,3,8.421052631578947,6.333333333333333,0.5263157894736842,0.42105263157894735,0.8421052631578947,0.6666666666666666,0.0,7.177777777777777,0.028089887640449437,1,0.0056179775280898875,0.05263157894736842,2,0.10526315789473684
XII. ÉRTESÍTÉSEK – HÍRLEVÉLRE FELIRATKOZÁS/DIREKT MARKETING,5,59,6,2,9.0,3.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,3.0,0.05084745762711865,0,0.0,0.8333333333333334,0,0.0
